property_id,property_address,owner,bucket_keyword,warehouse_score,signals,is_developer_likely,mailing_address
759459,216 MARINA VILLAGE CV 718 78734,1946 LLC,,1,concentration:30,,2807 ALLEN ST #388 DALLAS TX 752041031
759460,216 MARINA VILLAGE CV 721 78734,1946 LLC,,1,concentration:30,,2807 ALLEN ST #388 DALLAS TX 752041031
759461,216 MARINA VILLAGE CV 723 78734,1946 LLC,,1,concentration:30,,2807 ALLEN ST #388 DALLAS TX 752041031
759462,216 MARINA VILLAGE CV 725 78734,1946 LLC,,1,concentration:30,,2807 ALLEN ST #388 DALLAS TX 752041031
759463,216 MARINA VILLAGE CV 727 78734,1946 LLC,,1,concentration:30,,2807 ALLEN ST #388 DALLAS TX 752041031
759464,216 MARINA VILLAGE CV 729 78734,1946 LLC,,1,concentration:30,,2807 ALLEN ST #388 DALLAS TX 752041031
550878,19555 HEATHERWILDE BLVD 78660,19501 CHEYENNE LLC,,1,cluster:23,,"5808 BALCONES DRIVE, SUITE 200 AUSTIN TX US 787314265"
1003777,E RIVERSIDE DR AUSTIN 78741,2001 E RIVERSIDE DR LLC,,1,cluster:14,,3267 BEE CAVES RD STE 107 PMB 92 AUSTIN TX US 78746
197671,2504 NEW YORK DR 78702,2008 EAST AUSTIN MOUNT CARMEL I LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
102625,2010 ASHBY AVE AUSTIN 78704,2010 ASHBY TRUST,,1,cluster:20,,3225 MCLEOD DR STE 777 LAS VEGAS NV 891212257
305028,2217 1 ST 78704,2013 TRAVIS FIRST STREET LLC,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
105348,603 8 ST 78701,2015 AUSTIN GILFILLAN LP,,1,cluster:22,,603 W 8TH ST AUSTIN TX 787012728
921566,1412 HARBOR VIEW DR 78746,2015 AUSTIN HARBOR VIEW LP,,1,cluster:22,,603 W 8TH ST AUSTIN TX 787012728
921565,18 NOB HILL CIR 78746,2015 AUSTIN NOB HILL LP,,1,cluster:22,,603 W 8TH ST AUSTIN TX 787012728
197594,2211 12 ST 78702,2015 BEEFY GOLD BULLION LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
197498,1708 PENNSYLVANIA AVE 78702,2015 CHIM RICHALDS LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
195863,1319 12 ST 78702,2015 DONUT WHOLES RC LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
277177,16047 STONEHAM CIR 78660,2015 KATIE KEITH MCCONNELL TRUST,,1,cluster:17,,PO BOX 789 ROUND ROCK TX 786800789
279898,1009 BLACK LOCUST DR 78660,2015 KATIE KEITH MCCONNELL TRUST,,1,cluster:17,,PO BOX 789 ROUND ROCK TX 786800789
197288,1805 13 ST 78702,2015 KENNETH NOISEWATER LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
197514,2108 12 ST 78702,2015 MB LA TIGRA FIRMA LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
198923,1157 AIRPORT BLVD 78702,2016 AIRPLANE LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
197694,"1.87AC OF BLK 8 OLT 13, 2.05AC OF OLT 14 DIVISION B & LOT 1-5 BLK 1-2 OWENS SUBD NO 2",2016 AUSTIN CREEK LANDS LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
200602,2916 12 ST 78702,2016 CAPTAIN JACKSON LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
198762,PART OF WILLIAM ST & PART OF LOT 9&10 OLT 14 DIV B OWENS SUBD NO 1,2016 KB AROUND THE BLOCK LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
197411,1183 CHICON ST 78702,2016 MAJOR MAPLE LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
199034,3312 OAK SPRINGS DR B AUSTIN 78721,2016 ROUND OAK TREE LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
199035,3312 OAK SPRINGS DR A 78721,2016 ROUND OAK TREE LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
197551,2410 12 ST 78702,2016 SINGLETON LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
199029,3404 OAK SPRINGS DR 78721,2016 SQUARE OAK BRUSH LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
195800,1205 12 ST 78702,2016 STUMBLING BLOCK LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
197296,1804 12 ST 78702,2016 TIGER TERRACE LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
197695,2604 ROSEWOOD AVE 78702,2016 WOLVERINE WAY LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
197696,2600 ROSEWOOD AVE 78702,2016 WOLVERINE WAY LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
476448,2600 ROSEWOOD AVE 78702,2016 WOLVERINE WAY LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
197496,1809 NEW YORK AVE 78702,2017 AUSTIN PANCAKES LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
200594,2910 12 ST 78702,2017 CALVIN LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
197560,2502 12 ST 78702,2017 CARIBOU CORNER LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
196032,3401 OAK SPRINGS DR 78702,2017 FOZZIE BEAR LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
200684,2925 13 ST 78702,2017 GARFIELD LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
200598,2902 12 ST 78702,2017 HAMBONE LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
198745,2804 SOL WILSON AVE 78702,2017 HOBBES LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
197100,912 CATALPA ST 78702,2017 HONK HONK LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
198732,2903 12 ST 78702,2017 IT HURTS WHEN LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
198733,2905 12 ST 78702,2017 IT HURTS WHEN LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
198734,2909 12 ST 78702,2017 IT HURTS WHEN LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
200600,2920 12 ST 78702,2017 KERMIT LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
196024,3500 KAY ST 78702,2017 LAUNCHPAD MCQUACK LP,,1,cluster:22,,603 W 8TH ST AUSTIN TX 787012728
196025,1136 AIRPORT BLVD AUSTIN 78702,2017 LAUNCHPAD MCQUACK LP,,1,cluster:22,,603 W 8TH ST AUSTIN TX 787012728
922069,2004 12 ST C 78702,2017 PARROT BAY LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
198760,2706 SOL WILSON AVE 78702,2017 PINK PANTHER LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
198790,2529 SOL WILSON AVE 78702,2017 PIRATE BOOTY LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
305029,2215 1 ST 78704,2017 RAMBO LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
198744,3001 12 ST 78702,2017 SHAW GARAGE LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
197372,2003 12 ST 78702,2017 SPACE JAM LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
198769,2612 SOL WILSON AVE 78702,2017 WATERMELON LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
197255,1501 13 ST 78702,2018 1500-1501 EAST AUSTIN LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
197269,1500 12 ST 78702,2018 1500-1501 EAST AUSTIN LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
197342,1713 12 ST 78702,2018 COMMERCIAL FUND 2 LP,,1,cluster:22,,603 W 8TH ST AUSTIN TX 787012728
198928,3313 12 ST 78721,2018 COMMERCIAL FUND 2 LP,,1,cluster:22,,603 W 8TH ST AUSTIN TX 787012728
914161,1603 12 ST 78702,2018 COMMERCIAL FUND 2 LP,,1,cluster:22,,603 W 8TH ST AUSTIN TX 787012728
197071,1016 12 ST 78702,2018 EAST AUSTIN LAND FUND 2 LP,,1,cluster:22,,603 W 8TH ST AUSTIN TX 787012728
197084,1120 12 ST 78702,2018 EAST AUSTIN LAND FUND 2 LP,,1,cluster:22,,603 W 8TH ST AUSTIN TX 787012728
198787,905 MC CLAIN ST 78702,2018 LAND FUND 1 EAST AUSTIN LP,,1,cluster:22,,603 W 8TH ST AUSTIN TX 787012728
198788,2521 SOL WILSON AVE 78702,2018 LAND FUND I EAST AUSTIN LP,,1,cluster:22,,603 W 8TH ST AUSTIN TX 787012728
875107,2004 12 ST B 78702,2018 PUFFIN BEACH LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
197469,1900 ROSEWOOD AVE 78702,2019 BAGELS LP,,1,cluster:22,,603 W 8TH ST AUSTIN TX 787012728
197522,2210 12 ST 78702,2019 THE CORNER LP,,1,cluster:22,,603 W 8TH ST AUSTIN TX 787012728
305020,502 OLTORF ST 78704,2019 TRAVIS OAKS RETAIL LP,,1,cluster:22,,603 W 8TH ST AUSTIN TX 787012728
305021,504 OLTORF ST 78704,2019 TRAVIS OAKS RETAIL LP,,1,cluster:22,,603 W 8TH ST AUSTIN TX 787012728
198755,2536 SOL WILSON AVE 78702,2020 SW DEAD END AVENUE LP,,1,cluster:22,,603 W 8TH ST AUSTIN TX 787012728
198768,2935 12 ST 78702,2021 12TH COMMUNITY COMMERCIAL LP,,1,cluster:22,,603 W 8TH ST AUSTIN TX 787012728
197281,1702 12 ST 78702,2021 AUSTIN 12TH GALLERY LP,,1,cluster:22,,603 W 8TH ST AUSTIN TX 787012728
197282,1700 12 ST 78702,2021 AUSTIN 12TH GALLERY LP,,1,cluster:22,,603 W 8TH ST AUSTIN TX 787012728
200597,2904 12 ST 78702,2021 EAST 12 HOUSING ACQUISITION LP,,1,cluster:22,,603 W 8TH ST AUSTIN TX 787012728
198916,1196 AIRPORT BLVD 78702,2021 END OF AIRPORT LP,,1,cluster:22,,603 W 8TH ST AUSTIN TX 787012728
197371,2001 12 ST 78702,2021 POQUITO CORNER LP,,1,cluster:22,,603 W 8TH ST AUSTIN TX 787012728
100236,2050 LAMAR BLVD 78704,2021 SOUTH LAMAR LP,,1,cluster:13,,804 CONGRESS AVE STE 300 AUSTIN TX 787012630
100237,2058 LAMAR BLVD 78704,2021 SOUTH LAMAR LP,,1,cluster:13,,804 CONGRESS AVE STE 300 AUSTIN TX 787012630
100287,2021 LAMAR BLVD 78704,2021 SOUTH LAMAR LP,,1,cluster:13,,804 CONGRESS AVE STE 300 AUSTIN TX 787012630
100288,2027 LAMAR BLVD 78704,2021 SOUTH LAMAR LP,,1,cluster:13,,804 CONGRESS AVE STE 300 AUSTIN TX 787012630
197283,1203 LEONA ST 78702,2022 AUSTIN 1203 EASTSIDE GP LP,,1,cluster:22,,603 W 8TH ST AUSTIN TX 787012728
197567,1204 CEDAR AVE 78702,2022 CEDAR GARDENS LP,,1,cluster:22,,603 W 8TH ST AUSTIN TX 787012728
197697,2516 ROSEWOOD AVE 78702,2022 KIT WAY LAND LP,,1,cluster:22,,603 W 8TH ST AUSTIN TX 787012728
197698,2518 ROSEWOOD AVE 78702,2022 KIT WAY LAND LP,,1,cluster:22,,603 W 8TH ST AUSTIN TX 787012728
197298,1215 CHICON ST 78702,2023 FENWAY GREEN CHICON LP,,1,cluster:22,,603 W 8TH ST AUSTIN TX 787012728
199036,3306 OAK SPRINGS DR 78721,2023 SQUARE OAK SPRINGS LP,,1,cluster:22,,603 W 8TH ST AUSTIN TX 787012728
197359,1901 12 ST 78702,2024 12TH STREET EAST CORNER LP,,1,cluster:56,,1108 LAVACA ST STE 110-348 AUSTIN TX 787012172
511102,2038 STASSNEY LN 78745,2038 W STASSNEY LN LLC,,1,cluster:26,,3267 BEE CAVES RD STE 107 PMB 92 AUSTIN TX 787466700
962140,20500  COB ST A 78660,205 HOLDINGS LLC,,1,cluster:11,,21100 CARRIES RANCH RD PFLUGERVILLE TX 786606423
962141,20500 COB ST B 78660,205 HOLDINGS LLC,,1,cluster:11,,21100 CARRIES RANCH RD PFLUGERVILLE TX 786606423
1003776,MANOR RD AUSTIN 78722,2101 MANOR RD LLC,,1,cluster:14,,3267 BEE CAVES RD STE 107 PMB 92 AUSTIN TX US 78746
551551,2104 KENNETH AVE 78741,2104 KENNETH LLC,,1,cluster:11,,7505 DOSWELL LN AUSTIN TX 787392072
533278,10630 MENCHACA RD 78748,2105 LYNNBROOK RD LLC,,1,cluster:10,,7811 MENCHACA RD AUSTIN TX 787456943
533280,2105 LYNNBROOK DR AUSTIN 78748,2105 LYNNBROOK RD LLC,,1,cluster:10,,7811 MENCHACA RD AUSTIN TX 787456943
346098,2109 RIDDLE RD 78748,2105 SLAUGHTER LANE LLC,,1,cluster:10,,7811 MENCHACA RD AUSTIN TX 787456943
346099,2107 SLAUGHTER LN LN 78748,2105 SLAUGHTER LANE LLC,,1,cluster:10,,7811 MENCHACA RD AUSTIN TX 787456943
346100,2105 SLAUGHTER LN 78748,2105 SLAUGHTER LANE LLC,,1,cluster:10,,7811 MENCHACA RD AUSTIN TX 787456943
346105,2106 ALLRED DR AUSTIN 78748,2106 ALLRED LLC,,1,cluster:10,,7811 MENCHACA RD AUSTIN TX 787456943
233642,2106 PAYNE AVE 78757,2106 PAYNE VENTURE LLC,,1,cluster:16,,6423 BURNET LN AUSTIN TX 787573248
354655,21303 HAMILTON POOL RD,21303 HAMILTON POOL ROAD LLC,,1,cluster:14,,3839 BEE CAVES RD STE 200 AUSTIN TX 787466400
101280,2151 BARTON HILLS DR 78704,2151 BARTON HILLS LLC,,1,cluster:12,,1801 S MOPAC EXPY STE 100 AUSTIN TX 787467546
346107,2200 ALLRED DR 78748,2200 ALLRED DR LLC,,1,cluster:10,,7811 MENCHACA RD AUSTIN TX 787456943
1003774,AIRPORT BLVD AUSTIN 78722,2204 AIRPORT BLVD LLC,,1,cluster:26,,3267 BEE CAVES RD STE 107 PMB 92 AUSTIN TX 787466700
204395,2210 AIRPORT BLVD 78722,2204 AIRPORT BLVD LLC,,1,cluster:26,,3267 BEE CAVES RD STE 107 PMB 92 AUSTIN TX 787466700
291338,2204 UPHILL LN 78741,2204 UPHILL LLC,,1,cluster:14,,3839 BEE CAVES RD STE 200 AUSTIN TX 787466400
709487,3404 AMERICAN DR 2205 78645,2205 AMERICAN DR LLC,,1,cluster:10,,5900 BALCONES DR STE 100 AUSTIN TX US 787314298
346249,2206 ALLRED DR AUSTIN 78748,2206 ALLRED LLC,,1,cluster:10,,7811 MENCHACA RD AUSTIN TX 787456943
202233,2207 ALAMO ST 78702,2207 ALAMO ST LLC,,1,cluster:26,,3267 BEE CAVES RD STE 107 PMB 92 AUSTIN TX 787466700
194466,222 6 ST 78701,222 EAST 6TH LLC,,1,cluster:15,,814 LAVACA ST AUSTIN TX 787012316
905625,2244 HIGH LONESOME LEANDER,2244 HIGH LONESOME LLC,,1,cluster:20,,3225 MCLEOD DR STE 777 LAS VEGAS NV 891212257
282780,201 ACADEMY DR 78704,225 CAPITAL LLC,,1,cluster:12,,PO BOX 488 AUSTIN TX 787670488
227654,2301 NORTH LOOP BLVD 78756,2301 NORTH LOOP LP,,1,cluster:26,,1221 S MOPAC EXPY STE 200 AUSTIN TX 77046
284329,2310 REBEL RD 78704,2310 REBEL ROAD LLC,,1,cluster:14,,3839 BEE CAVES RD STE 200 AUSTIN TX 787466400
1003773,E 7 ST AUSTIN 78702,2314 E 7TH ST LLC,,1,cluster:14,,3267 BEE CAVES RD STE 107 PMB 92 AUSTIN TX US 78746
323759,2327 ALDFORD DR 78745,2327 ALDFORD LLC,,1,cluster:11,,7505 DOSWELL LN AUSTIN TX 787392072
192099,2406 HIDALGO ST 78702,2406 HIDALGO LP,,1,cluster:13,,804 CONGRESS AVE STE 300 AUSTIN TX 787012630
293621,2411 STASSNEY LN 78744,2411 STASSNEY LLC,,1,cluster:11,,7505 DOSWELL LN AUSTIN TX 787392072
317423,2512 COATBRIDGE DR AUSTIN 78745,2512 COATBRIDGE LLC,,1,cluster:20,,3225 MCLEOD DR STE 100 LAS VEGAS NV 891212257
963472,2513 SETON  AVE 78705,2513 SETON OWNER LP,,1,cluster:12,,704 W 9TH ST AUSTIN TX 787012214
438645,2516 SARATOGA DR 78733,2516 SARATOGA LLC,,1,cluster:113,,5900 BALCONES DR STE 100 AUSTIN TX 787314298
230766,2602 RIDGEPOINT DR 78754,2602 RIDGEPOINT DR LLC,,1,cluster:27,,609A WOOD ST AUSTIN TX 787035417
297287,DEE GABRIEL COLLINS RD 78744,2700 HOWARD LANE INVESTMENT LLC,,1,cluster:20,,8100 SHOAL CREEK BLVD AUSTIN TX 787578041
104324,2707 WALSH TARLTON LN 78746,2707 WTL LLC,,1,cluster:12,,701 S LAMAR BLVD STE C AUSTIN TX 787041547
204186,2717 MANOR RD 78722,2715 MANOR LLC,,1,cluster:12,,704 W 9TH ST AUSTIN TX 787012214
120699,2809 CARLTON RD 78703,2809 CARLTON TRUST,,1,cluster:10,,100 CONGRESS AVE STE 1100 AUSTIN TX 787014042
210064,2814 PEARL ST,2814 PEARL LLC,,1,cluster:12,,5103 INDIGO ST HOUSTON TX 770961413
210054,2830 SAN GABRIEL ST 78705,2830 SAN GABRIEL LLC,,1,cluster:12,,5103 INDIGO ST HOUSTON TX 770961413
210138,2836 SALADO ST 78705,2836 SALADO LLC,,1,cluster:12,,5103 INDIGO ST HOUSTON TX 770961413
812919,2900 ESPERANZA CROSSING 78758,2900 ESPERANZA CROSSING LP,,1,cluster:26,,1221 S MOPAC EXPY STE 200 AUSTIN TX 77046
972640,2906 HOWARD LN 78660,2906 EAST HOWARD LANE LLC,,1,cluster:20,,8100 SHOAL CREEK BLVD AUSTIN TX 787578041
1003772,S 1 ST AUSTIN 78704,2907 S 1ST ST LLC,,1,cluster:14,,3267 BEE CAVES RD STE 107 PMB 92 AUSTIN TX US 78746
188636,300 CONGRESS AVE 78704,300 SOUTH CONGRESS LP,,1,cluster:26,,1221 S MOPAC EXPY STE 200 AUSTIN TX 77046
190749,305 CONGRESS AVE 78704,305 SOUTH CONGRESS LP,,1,cluster:16,,500 W 5TH ST STE 700 AUSTIN TX 787013833
292638,3000 MELDRUM RD 78617,3059 HIGHWAY 71 INVESTMENTS LLC,,1,cluster:20,,8100 SHOAL CREEK BLVD AUSTIN TX 787578041
292645,3059 STATE HY 71,3059 HIGHWAY 71 INVESTMENTS LLC,,1,cluster:20,,8100 SHOAL CREEK BLVD AUSTIN TX 787578041
292649,3006 MELDRUM RD 78617,3059 HIGHWAY 71 INVESTMENTS LLC,,1,cluster:20,,8100 SHOAL CREEK BLVD AUSTIN TX 787578041
190728,312 BARTON SPRINGS RD 78704,306 & 312 BARTON SPRINGS LP,,1,cluster:16,,500 W 5TH ST STE 700 AUSTIN TX 787013833
190733,306 BARTON SPRINGS RD 78704,306 & 312 BARTON SPRINGS LP,,1,cluster:16,,500 W 5TH ST STE 700 AUSTIN TX 787013833
574156,307 BEN HOWELL DR 78704,307 BEN HOWELL LLC,,1,cluster:15,,5900 BALCONES DR STE 100 AUSTIN TX USA 787314298
574155,309 BEN HOWELL DR 78704,309 BEN HOWELL LLC,,1,cluster:15,,5900 BALCONES DR STE 100 AUSTIN TX USA 787314298
942036,3101 GOVALLE AVE 301 78702,3101 GOVALLE 301 LLC,,1,cluster:113,,5900 BALCONES DR STE 100 AUSTIN TX 787314298
309810,3102 FONTANA DR 78704,3102 FONTANA LLC,,1,cluster:12,,1801 S MOPAC EXPY STE 100 AUSTIN TX 787467546
211123,3110 GRANDVIEW ST 78705,3110 GRANDVIEW LLC,,1,cluster:12,,5103 INDIGO ST HOUSTON TX 770961413
212781,312 37 ST,312 W 37TH LLC,,1,cluster:12,,5103 INDIGO ST HOUSTON TX 770961413
292651,3171 STATE HY 71 78617,3131 E 71 LLC,,1,cluster:23,,"5808 BALCONES DRIVE, SUITE 200 AUSTIN TX US 787314265"
292668,N 0.3075 AC OF LOT 2&4 BLK 2 ROYSTER A L ADDN,3131 E 71 LLC,,1,cluster:23,,"5808 BALCONES DRIVE, SUITE 200 AUSTIN TX US 787314265"
292669,N 0.3071 AC OF LOT 1&3 BLK 2 ROYSTER A L ADDN,3131 E 71 LLC,,1,cluster:23,,"5808 BALCONES DRIVE, SUITE 200 AUSTIN TX US 787314265"
204498,1900 TILLERY ST 78723,3218 E MLK LLC,,1,cluster:23,,"5808 BALCONES DRIVE, SUITE 200 AUSTIN TX US 787314265"
204500,3218 M L KING JR BLVD 78721,3218 E MLK LLC,,1,cluster:23,,"5808 BALCONES DRIVE, SUITE 200 AUSTIN TX US 787314265"
504104,3204 DUVAL RD,3220 DUVAL ROAD LLC,,1,cluster:14,,5508 PARKCREST DR STE 320 AUSTIN TX 787315049
305372,3300 LAMAR BLVD 78704,3300 SOUTH LAMAR LP,,1,cluster:26,,1221 S MOPAC EXPY STE 200 AUSTIN TX 77046
219289,3310 HYCREEK DR 78723,3310 HYCREEK LLC,,1,cluster:113,,5900 BALCONES DR STE 100 AUSTIN TX 787314298
307889,3318 DOLPHIN DR 78704,3318 DOLPHIN LLC,,1,cluster:11,,7505 DOSWELL LN AUSTIN TX 787392072
305371,3318 LAMAR BLVD 78704,3318 SOUTH LAMAR LP,,1,cluster:26,,1221 S MOPAC EXPY STE 200 AUSTIN TX 77046
188633,336 CONGRESS AVE 78704,336 SOCO REAL HOLDING LLC,,1,cluster:11,,336 S CONGRESS AVE STE 100 AUSTIN TX 787041265
186381,3400 WHITESTONE BLVD 78613,3400 W WHITESTONE LLC,,1,cluster:18,,3839 BEE CAVES RD STE 200 WEST LAKE HILLS TX 787466400
273269,13717 BURNET RD 78727,3411 WELLS BRANCH PKWY LLC,,1,cluster:18,,3839 BEE CAVES RD STE 200 WEST LAKE HILLS TX 787466400
586074,3411 WELLS BRANCH PKWY 78728,3411 WELLS BRANCH PKWY LLC,,1,cluster:18,,3839 BEE CAVES RD STE 200 WEST LAKE HILLS TX 787466400
189910,3501 5 ST 78702,3412 EAST 4TH ST LLC,,1,cluster:27,,609A WOOD ST AUSTIN TX 787035417
189911,3412 4 ST 78702,3412 EAST 4TH ST LLC,,1,cluster:27,,609A WOOD ST AUSTIN TX 787035417
334183,3416 DUNLIEGH DR 78745,3416 DUNLEIGH LLC,,1,cluster:11,,7505 DOSWELL LN AUSTIN TX 787392072
189107,1700 CESAR CHAVEZ ST 78702,3423 1700 CESAR CHAVEZ LLC,,1,cluster:10,,PO BOX 40127 AUSTIN TX 787040003
189110,1719 2 ST 78702,3423 1700 CESAR CHAVEZ LLC,,1,cluster:10,,PO BOX 40127 AUSTIN TX 787040003
188495,2335 CESAR CHAVEZ ST 78702,3423 2300 CESAR CHAVEZ LLC,,1,cluster:10,,PO BOX 40127 AUSTIN TX 787040003
188504,2321 CESAR CHAVEZ ST 78702,3423 2300 CESAR CHAVEZ LLC,,1,cluster:10,,PO BOX 40127 AUSTIN TX 787040003
188505,2329 CESAR CHAVEZ ST 78702,3423 2300 CESAR CHAVEZ LLC,,1,cluster:10,,PO BOX 40127 AUSTIN TX 787040003
188506,2331 CESAR CHAVEZ ST 78702,3423 2300 CESAR CHAVEZ LLC,,1,cluster:10,,PO BOX 40127 AUSTIN TX 787040003
512680,7211 CIRCLE S RD 78745,3423 CIRCLE S LLC,,1,cluster:10,,PO BOX 40127 AUSTIN TX 787040003
576083,7415 CIRCLE S RD 78745,3423 CIRCLE S LLC,,1,cluster:10,,PO BOX 40127 AUSTIN TX 787040003
810566,509 CORRAL LN 78745,3423 CIRCLE S LLC,,1,cluster:10,,PO BOX 40127 AUSTIN TX 787040003
232208,6926 LAMAR BLVD AUSTIN 78752,3423 CRESTVIEW LLC,,1,cluster:10,,PO BOX 40127 AUSTIN TX 787040003
232209,6916 LAMAR BLVD 78752,3423 CRESTVIEW LLC,,1,cluster:10,,PO BOX 40127 AUSTIN TX 787040003
232210,808 JUSTIN LN 78757,3423 CRESTVIEW LLC,,1,cluster:10,,PO BOX 40127 AUSTIN TX 787040003
235029,6935 RYAN DR 78757,3423 CRESTVIEW LLC,,1,cluster:10,,PO BOX 40127 AUSTIN TX 787040003
302145,1318 CONGRESS AVE 78704,3423 GIBSON LLC,,1,cluster:10,,PO BOX 40127 AUSTIN TX 787040003
212629,3407 GUADALUPE ST AUSTIN 78705,3423 GUADALUPE LLC,,1,cluster:10,,PO BOX 40127 AUSTIN TX 787040003
226520,5501 LAMAR BLVD 78751,3423 GUADALUPE LLC,,1,cluster:10,,PO BOX 40127 AUSTIN TX 787040003
310886,202 PICKLE RD 78704,3423 HOLDINGS LLC,,1,cluster:10,,PO BOX 40127 AUSTIN TX 787040003
